sentence.id,sentence,instance
semeval2015.d002.s002,There were relatively few cases reported of attempts to involve users in service planning but their involvement in service provision was found to be more common .,"['relatively', 'few', 'cases', 'reported', 'attempts', 'involve', 'users', 'service', 'planning', 'involvement', 'provision', 'found', 'common']"
semeval2015.d002.s003,Note was also taken of the variety of different roles played by public welfare,"['Note', 'also', 'variety', 'different', 'roles', 'played', 'public', 'welfare']"
semeval2015.d002.s004,"The Foundation organised , together with the European Commission , the Spanish Ministry of Social Affairs and the Galician regional government , a European conference on social exclusion : a major challenge for public welfare services .","['Foundation', 'European', 'Commission', 'Spanish', 'Ministry', 'Affairs', 'regional', 'government', 'conference', 'exclusion', 'major', 'challenge', 'public', 'welfare', 'services']"
semeval2015.d002.s005,The Foundation recently published a comparative study as part of the EPOC project which assesses the extent to which direct participation can humanise work while increasing profitability .,"['Foundation', 'recently', 'published', 'comparative', 'study', 'part', 'project', 'assesses', 'extent', 'direct', 'participation', 'humanise', 'work', 'increasing', 'profitability']"
semeval2015.d002.s006,The study is based on 195 personal interviews with senior officials of the social partners as representatives of national level peak organisations in fifteen European countries .,"['study', 'based', 'personal', 'interviews', 'senior', 'officials', 'social', 'representatives', 'national', 'level', 'organisations', 'fifteen', 'European', 'countries']"
semeval2015.d002.s007,"As important industrial sectors , the metal industry and the banking sector were also included .","['important', 'industrial', 'sectors', 'metal', 'industry', 'banking', 'also', 'included']"
semeval2015.d002.s008,"Key speakers at the social exclusion conference were ( left to right ) Cristina Louro , Employment , Industrial Relations and Social Affairs Directorate , European Commission Fernando Gomes , a high degree of Committee of the Regions Barbara Weiler , Member of the European Parliament José Maria Gil-Robles , Vice-President , European Parliament and John Carroll , Economic and Social Committee .","['speakers', 'social', 'exclusion', 'conference', 'Employment', 'Relations', 'Directorate', 'European', 'Commission', 'high', 'Committee', 'Member', 'Parliament', 'Vice-President']"
semeval2015.d002.s009,"Case Studies Each national report contains a portfolio of between 25 and 30 initiatives which best present policies and practices to improve the recruitment , training and development of ageing workers in both the work place and the community .","['national', 'report', 'contains', 'portfolio', 'initiatives', 'policies', 'practices', 'improve', 'recruitment', 'training', 'development', 'ageing', 'workers', 'work', 'place', 'community']"
semeval2015.d002.s010,"For each country , two or three initiatives have been selected for further in depth case study .","['country', 'initiatives', 'selected', 'further', 'depth']"
semeval2015.d002.s011,"These case studies analysed the background of the initiatives , their impact on employment patterns and work organisations and assessed the benefits and problems of the initiative .","['analysed', 'background', 'initiatives', 'impact', 'employment', 'patterns', 'work', 'organisations', 'assessed', 'benefits', 'problems']"
semeval2015.d002.s012,Visits and interviews with key personnel were also undertaken .,"['Visits', 'interviews', 'key', 'personnel', 'also', 'undertaken']"
semeval2015.d002.s013,These national studies will form the basis of a European report which synthesises overall practices .,"['national', 'studies', 'form', 'basis', 'report', 'synthesises', 'overall', 'practices']"
semeval2015.d002.s014,"The report and a casebook of initiatives will be published in 1996 and provide the backdrop for a conference to be staged in Autumn , 1996 .","['report', 'casebook', 'initiatives', 'published', 'provide', 'conference', 'staged', 'Autumn']"
semeval2015.d002.s015,The Foundation aims to document the characteristics of age barriers in job recruitment and training and to analyse their causes .,"['Foundation', 'document', 'characteristics', 'age', 'barriers', 'job', 'recruitment', 'training', 'analyse', 'causes']"
semeval2015.d002.s016,"The perspectives of the social partners is also being examined , with particular attention paid to proposals for removing age barriers .","['perspectives', 'social', 'also', 'examined', 'particular', 'attention', 'paid', 'proposals', 'removing', 'age', 'barriers']"
semeval2015.d002.s017,"Thirdly , the project documents and assesses initiatives , in both the public and private sectors which combat age barriers , especially for older workers .","['Thirdly', 'project', 'assesses', 'initiatives', 'private', 'sectors', 'age', 'barriers', 'especially', 'older', 'workers']"
semeval2015.d002.s018,"Seeking alternatives to early retirement and redundancy , the project is primarily concerned with the retention , reintegration and retraining of older workers .","['Seeking', 'alternatives', 'early', 'retirement', 'redundancy', 'project', 'primarily', 'concerned', 'retention', 'older', 'workers']"
semeval2015.d002.s019,The gender and ethnic backgrounds of workers and how these relate to age discrimination are examined .,"['gender', 'ethnic', 'backgrounds', 'workers', 'relate', 'age', 'discrimination', 'examined']"
semeval2015.d002.s020,The project also considers initiatives to combat age discrimination in rural areas and in small and medium sized enterprises .,"['project', 'also', 'considers', 'initiatives', 'age', 'discrimination', 'small', 'enterprises']"
semeval2015.d002.s021,"Seven member states are covered by the project : Belgium , France , Germany , Greece , Italy , the Netherlands and the United Kingdom .","['member', 'states', 'covered', 'project', 'Kingdom']"
semeval2015.d003.s000,This document is a summary of the European Public Assessment Report .,"['document', 'summary', 'Assessment', 'Report']"
semeval2015.d003.s001,"It explains how the Committee for Medicinal Products for Veterinary Use ( CVMP ) assessed the studies performed , to reach their recommendations on how to use the medicine .","['explains', 'Committee', 'Products', 'Veterinary', 'Use', 'assessed', 'studies', 'performed', 'reach', 'recommendations', 'medicine']"
semeval2015.d003.s002,What is Cerenia ?,[]
semeval2015.d003.s003,Cerenia contains the active substance maropitant and is available as tablet or as solution for injection .,"['contains', 'active', 'substance', 'available', 'tablet', 'solution', 'injection']"
semeval2015.d003.s004,The tablets are pale-orange and have a score line on both sides so that they can be halved .,"['tablets', 'have', 'score', 'line', 'sides', 'halved']"
semeval2015.d003.s005,Each tablet is marked with the Pfizer logo on one side and with the letters MPT and the quantity of maropitant on the other side .,"['tablet', 'marked', 'logo', 'side', 'letters', 'quantity', 'other']"
semeval2015.d003.s006,What is Cerenia used for ?,['used']
semeval2015.d003.s007,"Cerenia is an anti-emetic , this means that it stops vomiting .","['means', 'stops', 'vomiting']"
semeval2015.d003.s008,"It is used in dogs to prevent vomiting such as vomiting caused by chemotherapy ( medicines used for the treatment of cancer , some of which are known to cause vomiting ) .","['used', 'dogs', 'prevent', 'vomiting', 'caused', 'chemotherapy', 'medicines', 'treatment', 'cancer', 'known']"
semeval2015.d003.s009,"In combination with supportive measures such as other veterinary treatment or a special diet , Cerenia can also be used in the treatment of vomiting ( either as injection or as injection followed by tablets ) .","['combination', 'supportive', 'measures', 'other', 'veterinary', 'treatment', 'special', 'diet', 'also', 'used', 'injection', 'followed', 'tablets']"
semeval2015.d003.s010,"For these purposes , Cerenia can be given for up to five days","['purposes', 'given', 'days']"
semeval2015.d003.s011,How does Cerenia work ?,[]
semeval2015.d003.s012,"Cerenia blocks a neurokinin 1 ( NK1 ) receptor , which acts in the central nervous system .","['blocks', 'receptor', 'acts']"
semeval2015.d003.s013,How has Cerenia been studied ?,['studied']
semeval2015.d003.s014,A large number of studies with Cerenia were carried out either in laboratory dogs or in animal patients at veterinary practises in several European countries and in the USA .,"['studies', 'dogs', 'patients', 'veterinary', 'several']"
semeval2015.d003.s015,What benefit has Cerenia shown during the studies ?,"['benefit', 'shown', 'studies']"
semeval2015.d003.s016,"The results of the studies showed that Cerenia was more effective than the placebo : less vomiting was seen in dogs that received the medicine than in dogs that received a placebo , both in the treatment or in the prevention of vomiting .","['results', 'studies', 'showed', 'more', 'effective', 'placebo', 'seen', 'dogs', 'received', 'medicine', 'treatment', 'prevention']"
semeval2015.d003.s017,"The treatment of a vomiting dog should be started with the injection , since vomiting animals might not be able to keep a tablet down ( as they might throw the intact tablet up again ) .","['treatment', 'dog', 'started', 'injection', 'animals', 'not', 'able', 'tablet', 'intact', 'again']"
semeval2015.d003.s018,"For follow-up treatment , the animal owner can administer the tablets to the dog .","['treatment', 'owner', 'administer', 'tablets', 'dog']"
semeval2015.d003.s019,"Also , the treatment of vomiting should only be together with other supportive measure or other veterinary therapy while addressing the underlying causes of the vomiting .","['Also', 'treatment', 'only', 'other', 'supportive', 'measure', 'veterinary', 'therapy', 'addressing', 'causes']"
semeval2015.d003.s020,What is the risk associated with Cerenia ?,"['risk', 'associated']"
semeval2015.d003.s021,Cerenia was generally well tolerated when administered daily at dosages up to 5 times the recommended doses for an extended period of time ( up to 3 times the recommended maximum duration of treatment ) .,"['generally', 'well', 'tolerated', 'administered', 'daily', 'dosages', 'times', 'doses', 'extended', 'maximum', 'duration', 'treatment']"
